,Stem length (cm),Root length (cm),Thousand  Seed weight (g),Geramination (%),Poods per plant (number),Stem bark thickness (mm),Root bark thickness (mm),Protein content  %,Seed oil content (%),Seed yield (g),Chlorophyll (mg/g),Seed shrinkage (%),Amount of greenness (%),Stem fresh weight (g), Dry stem  weight (g),Root fresh weight (g),Root dry weight (g),Empty Seeds per pods (٪),Empty pods per plant  (%),Seedling fresh weight (g),Seedling dry weight (g)
Healthy soybean,109.84,33.79,181.19,66.53,61.69,66.53,20.75,51.42,22.43,324.76,37.93,12.49,72.43,20.67,19.34,30.99,15.36,10.19,18.68,14.58,12.2
Healthy soybean,63.7,34.11,165.74,60.12,96.35,60.12,14.34,55.33,21.34,337.28,50.57,13.75,54.41,23.91,19.9,24.14,11.89,6.17,17.23,14.78,20.72
Healthy soybean,100.49,36.8,199.37,56.11,56.17,56.11,16.23,48.28,24.67,310.7,38.37,10.67,83.37,20.44,13.3,29.46,18.92,8.68,13.28,15.13,17.84
Healthy soybean,91.77,37.83,140.02,80.24,80.37,80.24,21.77,38.7,19.96,368.78,41.01,8.95,94.76,28.88,19.6,27.21,15.55,8.31,14.54,18.47,13.22
Healthy soybean,58,35.98,230.85,96.59,95.94,96.59,13.81,45.95,18.84,228.4,42.92,8.66,94.56,20.79,11.85,29.55,17.98,9.97,9.79,21.62,19.6
Healthy soybean,94.35,38.11,174.58,67.83,51.24,67.83,16.88,59.39,23.89,213.76,23.52,7.26,53.51,25.56,20.14,24.69,14.73,7.44,16.06,16.85,20.97
Healthy soybean,53.88,31.77,214.65,92.96,56.77,92.96,16.12,42.43,21.2,394.3,47.2,7.02,51.06,22.86,18.86,24.84,14.54,9.22,15.2,17.54,15.72
Healthy soybean,95.59,40.7,163.2,97.53,89.54,97.53,23.52,54.7,22.53,219,27.7,8.67,81.41,25.86,19.44,29.11,15.38,4.85,14.24,20.73,20.62
Healthy soybean,64.96,30.42,147.68,89.72,59.84,89.72,21.42,33.75,27.55,403.06,48.67,14.62,64.11,21.89,18.06,26.1,12.96,5.33,15.61,21.33,18.38
Healthy soybean,69,27.6,209.9,98.27,91.99,98.27,13.46,44.31,18.06,380.56,20.59,8.57,91.75,23.28,20.28,30.8,11.83,3.03,11.31,19.82,20.12
Healthy soybean,62.21,29.17,211.62,53.15,64.36,53.15,22.75,53.13,26.28,243,23.74,12.53,57.67,22.51,16.02,29.93,18.58,2.29,11.81,21.58,11.93
Healthy soybean,44.25,29.76,142.53,76.77,70,76.77,21.13,57.12,20.07,238.75,21.89,15.81,93.62,27.47,11.37,22.25,17.32,3.34,10.58,14.54,17.5
Healthy soybean,73.3,39.43,189.75,82.26,82.5,82.26,13.25,47.53,18.02,320,32.3,14.32,96.49,27.83,19.8,23.58,19.88,2.12,10.13,15.1,15.21
Healthy soybean,46.99,40.68,145.6,89.52,86.26,89.52,15.99,52.8,19.9,400.56,21.03,7.18,92.89,25.36,18.99,26.23,14.22,9.68,17.89,21.69,15.22
Healthy soybean,82.35,34.99,142.08,77.71,55.7,77.71,13.84,57.14,23.1,355.12,36.13,15.25,64.05,25.46,12.29,30.78,15.3,3.74,10.24,21.54,14.25
Healthy soybean,101.83,36.77,197.16,69.99,77.13,69.99,20.85,32.93,22.02,401.94,31.12,8.12,84,21.57,16.47,22.12,14.23,4.38,18.09,23.35,11.16
Healthy soybean,83.73,32.28,194.69,70.05,57.83,70.05,22.08,42,25.92,396.85,22.59,7.84,85.59,27.8,16.55,28.61,14.43,9.05,18.82,19.15,11.9
Healthy soybean,103,25.12,148.5,53.69,68.08,53.69,14.19,58.05,21.02,297.69,25.17,14.83,59.18,24.45,18.48,21.9,17.02,9.07,17.97,22.27,12.82
Healthy soybean,60.86,27.08,214.57,58.22,59.91,58.22,16.21,48.76,18.3,407.22,30.63,14.44,55.15,20.83,20.16,25.87,20.7,3.63,10.46,23.94,17.62
Healthy soybean,42.17,34,182.37,93.81,87.81,93.81,22.93,46.17,23.53,291.17,29.32,8.37,76.98,23.32,16.27,27.1,17.9,3.66,12.89,22.76,13.83
Healthy soybean,74.07,38.14,156.93,57.72,94.26,57.72,16.05,34.86,26.9,316,31.92,9.65,79.74,27.72,16.75,30.4,15.87,1.85,11.65,19.86,17.17
Healthy soybean,92.67,37.29,190.71,74.43,56.83,74.43,18.71,35.63,24.13,278.78,28.08,9.38,93.52,23.5,16.99,25.22,17.41,1.6,17,23.81,12.85
Healthy soybean,95.5,34.89,156.09,52.74,79.99,52.74,15.22,53.39,27.56,258,28.78,7.52,78.47,20.81,18.22,22.54,17.42,4.79,12.88,17.82,17.73
Healthy soybean,54.67,23.54,162.81,85.77,77.62,85.77,21.68,56.73,25,362.2,44.24,9.68,90.38,28.51,18.41,28.48,12.86,4.37,18.02,23.8,16.55
Healthy soybean,71.44,39.45,155.4,70,73.69,70,17.44,55.86,25.05,286.19,22.49,7.76,56.11,21.4,12.27,29.09,19.63,6.93,14.9,20.15,11.02
Healthy soybean,77.75,30.4,180.57,99.62,90.49,99.62,20.64,37.26,27.78,386.69,20.07,14.78,70.1,22.18,11.08,24.24,13.68,6.79,12.8,16.28,16.58
Healthy soybean,52.94,36.86,236.77,50.06,75.44,50.06,17.74,45.84,18.31,223,36.11,16.52,90.55,26.26,20.25,25.84,13.7,8.65,13.99,19.99,18.78
Healthy soybean,41.72,39.6,146.49,91.48,79.09,91.48,14.57,34.56,18.94,402.85,25.24,11.89,77.8,20.68,14,24.64,14.11,8.37,15.74,23.17,17.18
Healthy soybean,97.34,31.86,232,79.62,82.47,79.62,18.38,30.27,23.32,400.33,24.17,15.33,91.35,23.67,18.62,26.3,11.2,8.03,9.12,17.46,17.58
Healthy soybean,55.75,25.83,217.06,71.48,83.04,71.48,22.68,56.89,25.4,293.59,37.95,13.42,53.33,22.35,13.29,27.72,14.9,8.49,9.27,15.43,16.61
Healthy soybean,88.03,31.74,187.18,95.3,74.62,95.3,19.55,57.3,26.23,237.57,29.25,9.8,83.04,21.02,11.33,23.12,12.67,1.95,12.2,18.42,18.84
Healthy soybean,105.84,26.62,171.9,96.11,68.35,96.11,21.21,48.08,25.5,372.82,26.52,15.6,95,20.03,16.15,27.99,17.85,2.94,10.14,17.59,15.3
Healthy soybean,56,36.17,182.83,66.11,97.96,66.11,20.33,34.78,23.31,228.18,27.51,10.76,62.97,20.4,16.07,21.95,18.78,8.86,9.26,23.52,12.19
Healthy soybean,90.16,24.76,152.09,86.37,73.63,86.37,21.29,45.41,24.1,217,48.47,11.09,67.66,22.99,16.84,21.26,16.45,6.44,15.64,21.94,14.69
Healthy soybean,61.06,22.61,198.92,69.43,56.85,69.43,15.51,32.88,18.09,221.38,28.01,10.5,99.99,21.91,17.89,25.16,19.9,1.64,15.17,15.49,12.24
Healthy soybean,43.41,40.51,200.36,55.94,66.33,55.94,14.86,47.01,20.67,243.65,23.36,8.72,53.88,24.6,19.62,21.1,12.52,10.83,15.18,15.37,19.42
Healthy soybean,88.07,32.11,228.22,61.57,78.49,61.57,19.78,58.59,19.6,322.61,25.98,14.71,82.5,20.16,19.52,23.77,11.13,4.87,10.3,14.07,18.67
Healthy soybean,69.55,26.44,158.3,97.06,78.65,97.06,19.14,44.66,21.48,364.09,50.79,16.85,53,22.83,12.52,30.58,14.26,5.12,15.46,20.11,12.23
Healthy soybean,75.57,35.34,158.84,63.09,58.7,63.09,18.99,46.23,22.92,256.11,32.46,9.3,76.4,24.58,19.58,28.35,15,4.13,18.28,23.9,18.27
Healthy soybean,64.05,36.91,169.22,61.55,72.63,61.55,16.07,41.36,21.77,313.63,46.1,10.02,96.74,27.42,15.13,30.67,16.1,10.07,15.65,19.84,13.31
Healthy soybean,50.63,40.92,166.78,78.27,72.82,78.27,21.58,51.54,18.87,253.34,40.98,15.06,70.97,21.16,19.46,23.5,12.89,2.72,9.91,19.3,19.12
Healthy soybean,62.65,39.5,234,95.64,72.66,95.64,19.11,53.02,19.88,361.63,45.36,9.31,94.19,29.22,11.36,26.92,11.41,2.48,16.63,21.9,20.31
Healthy soybean,96.86,32.77,223.31,92.76,78.78,92.76,18.78,34.12,19.89,347.7,44.06,8.13,97.29,29.44,16.48,29.79,19.96,2.98,18.94,21.75,19.62
Healthy soybean,62.67,29.88,213.63,91.75,52.02,91.75,19.6,33.62,25.83,332.13,38.87,8.01,63,26.12,15.3,26.91,18.72,6.56,9.36,20.68,11.17
Healthy soybean,77.98,38.82,177.38,59.77,69.95,59.77,19.27,39.33,23.46,384,44.54,7.7,71.45,28.3,16.77,22.17,20.79,5.32,9.25,20.58,15.44
Healthy soybean,50.68,25.68,145.43,76.13,78.68,76.13,22.97,35.95,19.4,407.53,50.5,8.92,79.62,21.06,18.3,23.86,13.83,3.54,13.46,19.88,16.12
Healthy soybean,40,30.94,176,62.9,72.09,62.9,20.26,40.76,27.2,280.66,44.3,14.49,89.03,27.69,12.59,22.71,14.67,10.04,15.71,15.55,16.67
Healthy soybean,103.63,34.92,203.58,84.85,65.39,84.85,13.58,37.51,27.57,349.18,44.25,11.94,74.59,26.85,12.82,23.29,18.47,1.34,18.27,19.95,11.85
Healthy soybean,46.51,33.16,199.73,89.86,70.64,89.86,15.46,51.82,23.9,328.16,35.48,9.15,77.46,22.75,12.18,29.1,16.34,4.14,15.51,19.76,14.55
Healthy soybean,58.94,26.46,164.53,67.75,77.09,67.75,15.97,56.26,24.06,322,31.02,15.59,84.26,25.99,11.4,23.47,17.36,5.79,9.08,20.72,15.84
Healthy soybean,54.11,27.75,180.27,74.63,63.1,74.63,13.48,30.5,24.76,393.11,46.39,15.12,62.28,27.84,12.53,25.12,11.16,10.96,10.77,15.57,13.57
Healthy soybean,41,28.06,197.57,76.84,88.05,76.84,14.43,50.07,21.29,210.42,31.23,16.62,55.1,23,15.67,29.24,11.14,2.24,11.7,18.34,18.55
Healthy soybean,50.36,38.15,152.19,60,66.24,60,16.38,43.56,19.69,397.59,37.22,10.14,88.31,28.03,11.25,21.48,14.1,3.49,18.44,20.6,18.76
Healthy soybean,95.43,24.72,206.13,62.85,99.03,62.85,22.35,51.02,22.88,398.73,50.06,12.58,87.04,21.34,19.91,24.11,16.93,1.75,17.52,22.3,20.26
Healthy soybean,63.9,26.97,173.71,89.26,95.83,89.26,16.6,48.99,20.22,229.8,43.78,9.87,62.1,23.15,13.52,21.79,19.83,2.81,17.92,22.24,12.11
Healthy soybean,63.93,23.04,239.45,70.21,67,70.21,17.7,49.19,20.12,390.97,47.16,11.77,97.87,27.55,20.52,24.37,14.3,1.74,16.12,20.87,15.56
Healthy soybean,55.83,31.79,217.66,87.24,52.7,87.24,17.45,42.99,18.81,210.18,38.76,9.79,99.42,25.47,14.93,27.23,17.2,7.21,12.64,23.21,14.05
Healthy soybean,102.96,25.51,217,94.27,55,94.27,13.86,42.83,26.59,276.03,49.34,10.53,92.67,23.59,16.45,27.67,11.59,10.33,13.61,19.26,16.26
Healthy soybean,64.13,33.41,227.31,92.21,50.92,92.21,17.31,54.37,24.11,304.49,49.4,10.93,92.05,21.66,15.49,25.42,12.58,1.23,18.86,16.43,15.71
Healthy soybean,43.63,24.5,206.58,63.6,59.01,63.6,20.9,39.18,23.24,360.33,40.08,16.33,82.27,24.48,16.54,29.23,20.97,8.04,11.99,23.49,16.15
Healthy soybean,68.65,31.53,205.98,50.61,97.89,50.61,19.61,42.71,20.82,286,24.04,16.28,72.15,21.49,18.6,24.81,11.84,3.98,18.33,20.37,18.48
Healthy soybean,51.2,37.38,221.95,93.35,78.51,93.35,13.78,56.25,21.97,254.74,35.35,9.23,53.55,25.2,11.66,25.6,12.33,9.6,12.83,18.78,15.29
Healthy soybean,84.48,32.95,216.39,75.14,74.78,75.14,15.88,32.8,22.44,338.75,46.38,8.87,56.55,23.86,14.68,30.28,13.27,2.32,12.75,14.13,13.13
Healthy soybean,81.45,29.9,140.51,78.98,76.41,78.98,21.3,44.63,21.74,322.59,30.77,9.14,79.91,20.76,12.24,24.57,11.15,7.41,17.42,18.93,16.11
Healthy soybean,102.5,40.84,215.35,93.62,87.08,93.62,20.42,42.96,27.7,321.83,38.54,8.53,54.68,24.26,15.23,25.81,16.63,9.56,9.17,19.04,18.81
Healthy soybean,96,33,203.82,80.36,66.67,80.36,17.1,59.44,27.73,254.78,24.98,14.95,88.7,27.87,19.71,21.35,17.3,8.19,18.08,19.27,18.15
Healthy soybean,104.2,40.47,200.45,78.48,85.43,78.48,14.48,33.8,25.59,409.42,49.6,7.39,90.06,20.9,17.32,21.62,19.22,3.06,9.86,23.04,12.63
Healthy soybean,90.52,38.79,210.18,50.58,69.28,50.58,17.04,40.1,25.14,320.53,45.03,8.29,70.01,28.82,12.31,21.43,18.49,9.42,14.39,18.37,17.35
Healthy soybean,97,27.95,177.26,85.8,58.56,85.8,15.19,30.39,26.54,386,29.56,14.29,67.45,20.69,14.42,25.1,15.18,9.52,16.08,20.93,13.37
Healthy soybean,107.11,27.77,226.25,95.48,79.05,95.48,20.29,48.19,18.92,304.29,27.72,11.93,97.95,21.85,17.12,28.26,16.16,3.23,9.75,15.18,17.36
Healthy soybean,53.43,27.46,140.07,54.46,73.53,54.46,19.62,32.51,18.15,381,46.36,16.18,82.91,25.19,19.7,23.38,13.22,8.67,9.48,16.23,18.75
Healthy soybean,74.56,22.89,181,90.21,54.26,90.21,18.08,59.85,23.98,221,31.57,11.62,60.58,25.91,18.58,30.95,12.24,10.7,14.79,22.25,20.51
Healthy soybean,71.39,24,177.91,51.91,90.3,51.91,17.86,41.6,26.27,381.76,45.83,8.83,85.65,25.04,14.28,27.18,19.98,6.74,14.82,17.99,13.27
Healthy soybean,61.96,22.87,148,54.41,98.42,54.41,13.17,44.29,22.12,220,48.17,12.38,64.02,20.1,12.64,22.47,13.85,5.04,17.91,22.14,15.81
Healthy soybean,93.07,23.69,153.22,81.87,83.76,81.87,14.97,56.53,27.54,286.39,23.57,11.57,80.46,25.65,11.69,27.12,15.56,10.67,14.01,14.04,15.5
Healthy soybean,91.64,33.97,210.3,59.79,84.97,59.79,13.14,39.74,27.21,370.82,42.84,13.71,81.04,20.56,17.09,25.31,18.25,4.25,11.36,23.03,15.38
Healthy soybean,47.93,23.22,225.05,90,78.63,90,21.63,35.9,25.34,264.42,28.15,11.47,53.95,24.06,14.24,25.79,17.4,1.16,17.41,18.43,15.8
Healthy soybean,64.03,32.84,171.03,54.95,71.99,54.95,18.63,56.88,18.4,350.44,37.78,8.58,81.37,20.92,18.59,29.28,16.73,4.41,10.34,17.61,16.86
Healthy soybean,59.68,26.92,220.05,72.15,74.86,72.15,18.02,32.84,24.34,262.89,47.49,7.04,72.84,22.96,17.67,25.82,12.91,9.86,17.68,21.8,12.36
Healthy soybean,48.52,38.98,216.54,65,93.83,65,17.93,50.97,27.51,257,24.38,16.94,96.59,20.89,19.45,30.92,14.72,8.21,16.16,22.71,13.02
Healthy soybean,65.2,30.34,153,72.52,67.68,72.52,22.47,52.69,18.39,374.37,47.73,7.14,98.72,21.71,20.01,28.44,16.18,3.75,10.74,22.5,14.03
Healthy soybean,70.81,26.98,236,59.92,88.99,59.92,13.7,47.55,22.23,369.75,31.7,13.81,93.55,23.58,11.64,25.98,18.48,4.66,12.45,14.76,18.98
Healthy soybean,76.92,34.14,212,84.3,93.2,84.3,21.81,52.75,18.91,369.29,42.62,7.5,66.19,27.66,13.64,21.83,17.28,1.99,13.79,22.38,13.87
Healthy soybean,103.16,26.68,177.57,89.84,97.06,89.84,22.73,43.92,22.65,330.19,26.39,10.12,68,21.29,18.74,28.43,18.56,6,17.34,15.3,19.71
Healthy soybean,72,34.38,149.98,54.75,82.56,54.75,21.55,47.03,25.65,284.7,27.18,12.84,97.31,29.41,13.55,27.79,11.42,4.51,12.65,23.6,14.38
Healthy soybean,90.91,33.02,218.52,81.14,95.37,81.14,14.33,43.11,22.61,321,39.77,16.81,75.2,27.22,17.88,27.38,11.76,5.13,14.09,22.37,20.34
Healthy soybean,52.7,40.1,229.59,53.55,56.49,53.55,14.59,45.6,20.85,297.14,38.6,11.88,67.18,26.97,11.48,26.64,19.42,8.48,16.46,15.62,11.97
Healthy soybean,81.95,34.34,236.95,72.76,94.7,72.76,15.01,46.26,25.43,362,26.66,14.27,90.27,29.43,17.23,25.32,18.67,9.13,12.51,17.15,19.48
Healthy soybean,80.7,29.47,212.12,80.46,53.62,80.46,13.57,36.61,18.76,211.77,28.3,7.2,85.8,20.97,17.17,30.84,11.88,7.92,11.5,20.94,12.13
Healthy soybean,110,31,203.1,76.17,75.57,76.17,13.8,32.23,22.29,364.12,36.1,15.99,85.42,21.87,17.6,29.05,12.29,10.92,16.57,24,16.42
Healthy soybean,65.52,26.01,95.5,17.93,46.37,21.22,8.68,37.38,12.87,194.91,24.43,11.44,26.89,19.68,13.17,29.7,9.75,25.05,16.7,9.6,16.48
Healthy soybean,32.99,38.39,97.19,65.85,94.92,24.7,21.2,42.72,26.8,349.18,35.47,18.81,19.48,22.18,19.38,14.22,12.01,5.56,34.96,17.31,7.07
Healthy soybean,61.44,31.13,24.16,64.38,43.84,24.59,9.07,38.05,14.91,321.89,23.25,12.09,22.12,13.86,2.74,13,17.27,56.9,13.61,10.24,16.88
Healthy soybean,30.1,37.17,31.77,43.55,93.57,16.09,8.89,39.33,22.28,180.11,39.35,12.03,85.51,20.9,19.08,17.41,1.62,69.39,17.78,15.01,14.16
Healthy soybean,67.96,39.57,34.9,33.74,33.65,59.68,7.94,47.26,11.61,303.15,30.36,8.41,23.18,28.03,2.61,23.71,1.96,6.15,12.29,12.96,6.6
Healthy soybean,104.66,37.91,136.28,80.36,47.6,20.77,9.62,47.8,14.02,287.32,32.72,8.06,78.16,27.69,2.03,11.05,20.66,17.5,43.05,10.22,12.61
Healthy soybean,34.63,36.44,96.94,41.76,92.25,89.72,18.53,27.05,25.43,281.44,30.07,26.71,18.96,17.75,7.34,15.11,20.85,8.19,70.87,22.56,4.03
Healthy soybean,68.86,30.68,128.86,36.26,27.88,51.91,19.95,58.61,9.31,348.31,28.42,9.22,22.89,24.86,14.28,14.6,20.9,2.78,15.08,21.79,11.6
Healthy soybean,39.25,38.9,131.11,46.25,22.83,52.74,19.47,38.9,19.7,219.09,50.75,24.01,22.2,29.73,10.86,23.87,10.26,7.48,26.03,7.2,18.3
Healthy soybean,36.87,32.62,83.66,77.46,59.72,16.42,11.53,19.75,19.2,147.17,11.1,18.26,23.96,22.16,1.66,16.91,3.92,5.1,17.15,7.96,9.4
Healthy soybean,71.09,32.16,33.47,13.86,65.37,23.34,9.1,16.86,13.46,183.37,30.13,20.82,18.44,18.35,9.14,30.95,2.03,5.53,12.3,7.43,9.31
Healthy soybean,35.92,36.61,29.56,54.08,28.5,79.52,11.85,26.66,26.91,210.18,9.03,13.22,64.7,17.69,3.05,21.62,1.83,36,11.2,21.4,10.56
Healthy soybean,35.72,32.36,137.15,65.13,53.57,18.58,13.67,16.76,21.29,243.71,8.95,9.33,18.01,25.64,9.8,12.28,20.44,35.96,76.74,21.06,9.46
Healthy soybean,37.63,31.64,135.86,17.31,86.68,21.6,5.02,54.45,18.39,202.98,15.42,10.82,20.62,10.78,12.85,23.26,1.12,80.09,55.81,9.37,3.03
Healthy soybean,31.53,31.95,26.9,50.29,68.31,21.32,6.65,29.6,20.59,162.59,30.62,17.02,59.02,17.92,15.32,22.7,11.47,8.53,62,14.59,4.91
Healthy soybean,36.43,32.23,23.67,63.98,26.18,25.27,5.88,14.32,21.7,309.73,15.72,25.02,84.85,25.37,15.66,21.11,7.56,7.43,57.27,9.41,6.61
Healthy soybean,102.96,36.21,123.34,35.35,49.25,54.46,12.01,14.62,9.81,286.39,15.05,8.77,26.94,25.08,14.26,23.16,15.32,6.79,21,16.62,1.71
Healthy soybean,61.47,39.77,27.6,91.34,34.23,24.92,14.35,19.28,16.47,350,46.74,18.15,65.85,13.46,14.79,18.77,20.05,2.83,55.7,23.92,10.64
Healthy soybean,90.91,39.51,36.98,47.02,24.1,85.03,3.31,46.43,10.75,131.73,48.84,8.68,55,21.71,2.11,14.53,12.47,1.84,11.19,5.23,3.11
Healthy soybean,80,34.41,26.31,16.19,50.28,18.43,15.56,42.05,21.71,247,25.71,21.08,51.07,20.11,16.95,14.72,20.28,10.85,16.06,16.66,1.57
Healthy soybean,34.07,37.19,109,39.66,50.61,17.46,14.23,49.4,9.64,120.42,37.85,23.46,18.79,20.89,16.93,18.93,7.55,39.91,10.04,4.79,15.74
Healthy soybean,46.51,33.97,28.53,41.31,48.14,19.8,10.57,19.49,8.67,165.55,15.44,13.54,20.28,23.32,10.48,27.7,11.55,86,75.27,12.84,9.97
Healthy soybean,30.62,33.99,126.27,88,33.37,56.11,11.06,22.82,9.58,117,30.73,24.66,76.07,22.82,15.07,20.62,2.71,10.22,54.56,19.62,6.9
Healthy soybean,81.59,25.85,34.41,14.81,30.77,17.29,11.1,59.8,16.25,381.6,15.84,18.59,18.28,12.12,3.3,20.47,9.89,9.34,60.33,13.56,12.66
Healthy soybean,51.38,23.37,130.1,27.71,98.78,19.48,14.52,20.98,9.74,160,13.51,14.24,86.28,13.12,20.15,27.18,20.74,8.67,14.9,22.62,10.39
Healthy soybean,76.03,32.68,36.9,30.68,41.8,20.42,17.48,33.53,13.74,289.93,27.7,19.39,19.2,21.01,6.31,23.49,12.46,51.85,27.58,23.47,2.36
Healthy soybean,39.19,30.82,28.49,53.09,21.85,21.06,19.64,15.86,18.06,143.09,8.7,9.28,67.51,29.94,7.74,25.7,18.84,6.51,16.13,14.69,1.7
Healthy soybean,73.05,22.98,24.76,20.26,48.52,18.81,5.56,16,10.36,152.39,45.59,20.23,85.87,22.87,1.06,25.38,18.69,4.32,11.36,23.1,14.04
Healthy soybean,107.84,35.9,37.99,15.64,41.93,51.82,16.15,16.95,17.64,290.06,44.67,16.51,91.36,20.42,14.56,19.21,8.56,79.88,23.73,8.89,8.25
Healthy soybean,33.41,39.87,131.33,42,47.75,95.48,14.38,27.48,9.57,122.76,23.39,18.87,87.78,15.74,14.57,21.99,19.16,16.06,54.93,12.15,12.34
Healthy soybean,79,33.6,26.62,59.77,64.01,22.31,8.15,16.37,21.48,372.98,45.84,10.36,22.35,15.81,20.63,24.14,2.76,3.01,60.24,4.56,3.17
Healthy soybean,30.29,39.42,31.69,48.31,99.23,55.03,5.87,57.37,14.12,169.66,40.06,18.12,94.65,19.41,18.16,29.98,1.23,4.53,18.52,16.75,2.89
Healthy soybean,51.19,32.45,135.9,19.8,33.83,21.15,20.88,31.51,17.06,256,23.08,8.46,20.9,22.26,1.05,21.35,18.59,2.38,55.04,18.51,10.37
Healthy soybean,30.93,31.9,103.84,86.48,66,17.53,5.78,37.32,11.16,191.75,8,7.48,17.37,22.3,13.84,30.16,18.79,50,10.99,19.12,15.32
Healthy soybean,74.03,34.58,120.79,82.15,69.52,79.65,22.22,42.71,22.88,174.3,39.83,7.67,21.43,23.05,19.37,29.39,5.61,8.79,12.52,7.5,20.36
Healthy soybean,33.84,36.77,24.28,99.05,93.41,89.84,8.2,45.69,8.7,347.7,35.97,16.42,20.46,10.86,9.01,26.26,5.85,5.16,57.12,10.75,3.18
Healthy soybean,32.07,36.21,110.82,35.5,82.49,23.45,18.56,56.55,16.14,264.72,48.33,21.62,92.21,12.39,1.36,12.72,15.52,5.28,12.8,19.08,11.24
Healthy soybean,37.23,34.24,24.84,35.19,47.67,81.69,10.66,52.73,9.71,181.77,13.7,26.45,61.51,24.13,12.51,20.63,15.51,21.38,54.09,7.84,12.14
Healthy soybean,104.3,30.82,29.12,59.05,86.47,24.1,22.79,30.54,17.83,118.47,39.79,14,24.43,24.58,20.42,30.41,7.28,65.55,12.36,12.16,4.35
Healthy soybean,85.44,38.01,102.31,61.08,43.83,57.72,11.5,15.54,21.49,199.68,48.17,24.75,23.25,24.08,10.78,27.38,2.49,1.58,24.4,19.1,20.56
Healthy soybean,89.29,34.44,93.01,29.46,94.71,16.36,19.21,24.61,26.72,182.84,25.56,20.97,61,22.69,4.87,19.85,7.08,6.9,15.74,20.2,17.59
Healthy soybean,71.39,34,29.29,27.49,27.12,23.77,18.72,17.38,10.79,302.55,37.26,12.94,71.07,16.1,20.26,11.46,7.23,4.61,9.22,4.22,3.47
Healthy soybean,30.54,34.49,26.92,73.4,34.9,61.55,3.96,16.66,24.32,241.94,16.92,8.33,50.09,27.22,13.15,21.74,16.14,1.09,28.54,10.5,4.89
Healthy soybean,41.94,34.16,38.36,39.31,27.75,64.58,16.26,48.08,20.4,111.29,16.25,26.85,50.06,21.1,3.77,17.42,8.79,6.42,14.57,22.09,3.33
Healthy soybean,104.2,39.75,95,38.72,30.86,81.04,7.3,47.54,24.94,156.89,12.84,14.98,25.84,27.55,13.59,23.25,20.16,56.45,15.84,12.71,13.39
Healthy soybean,31.52,35.38,105.57,87.22,96.73,21.95,11.66,19.14,17.03,338,12.01,23.18,59.89,18.08,12.62,20,4.47,2.81,54.39,22.89,11.29
Healthy soybean,32.52,31.81,81.25,59.79,21.89,89,10.53,50.15,12.93,318.21,40.98,14.21,61.07,19.24,0,27.72,4.12,9.6,37.71,6.54,6.23
Healthy soybean,30.526,38.75,87.49,12.94,98.03,94.27,20.25,25.6,27.77,147.27,45.98,10.8,96.53,21.85,9.57,12.59,13.42,53.5,17.49,5.45,20.09
Healthy soybean,73.84,34.11,94.08,42.62,31.6,20.33,20.11,46.68,22.92,164,15.76,17.54,25.96,13.54,11.8,27.22,19.2,55.54,73.95,10.21,11.5
Healthy soybean,82.44,40.13,23.75,12.72,79.48,71.18,3.24,19.77,27.98,390,12.88,22.03,77.28,19.99,5.52,22.84,8.8,8.06,65.08,5.33,13.06
Healthy soybean,61.06,38.71,34.4,68.87,69.34,84.41,18.88,54.72,14.41,252.44,37.42,22.89,65.23,27.42,15.92,17.12,20.87,6.34,16.05,5.46,10.26
Healthy soybean,34.34,36.41,25.58,84.36,28.48,17.22,3.95,22.07,13.86,383.75,37.87,21.26,25.36,25.47,11.15,19.02,5.67,72.36,46.84,7.93,14.84
Healthy soybean,104.78,38.98,34.51,65.89,42.07,22.94,16.19,21.27,15.08,389.02,25.24,23.37,22.14,27.93,17.15,13.77,2.09,55.34,85.32,7.95,19.16
Healthy soybean,33.39,39.1,27.08,26.21,53.89,98.48,4.38,29.94,19.87,294.49,48.47,11.36,78.03,20.68,20.2,24.19,2.3,1.4,11.5,21.52,10.38
Healthy soybean,35.81,23.65,95.84,51.91,24.16,75.97,16.01,52.44,25.25,146.57,37.77,23.12,26.11,17.82,9.59,29.32,18,7.44,13.15,14.45,19.45
Healthy soybean,32.82,34.37,28.64,55.3,61.7,22.49,21.62,59.85,19.37,390.97,13.24,12.04,20.82,24.26,1.67,11.67,18.89,55.24,42.21,17.06,19.38
Healthy soybean,61.08,32.53,91.62,83.37,29.59,21.21,7.23,29.72,25.21,146.56,33.42,22.22,93.16,25.07,15.29,23.12,9.42,55.02,27.56,6.9,10.29
Healthy soybean,37.83,32.05,115.26,69.99,60.17,69.85,15.2,53.92,23.34,236.4,25.87,25.42,18.82,20.79,17.42,28.73,13.99,53.03,54.52,13.36,7.44
Healthy soybean,39.33,23.86,123.06,83.9,52.5,93.35,7.7,26.5,20.47,343.74,40.08,7.01,24.85,21.89,2.27,24.98,3.79,55.71,11.98,9.51,3.52
Healthy soybean,35.34,35.32,25.83,57.04,35.55,19.69,17.13,29.64,8.46,123.14,29.25,24.77,23.3,21.29,15.04,25.57,19.76,6.74,11.99,20.26,19.1
Healthy soybean,71.64,35.24,82.72,98.72,89.91,86.37,23.01,14.09,17.98,331,18.91,10.38,90.4,27.84,11.5,13.72,10.41,89.94,56.95,14.32,1.24
